node,cluster,cluster_centroid_distance,cluster_distance_score,isolation_forest_raw_score,isolation_forest_score,isolation_forest_outlier,degree,weighted_degree,low_degree_score,low_weighted_degree_score,combined_anomaly_score,anomaly_rank,is_top_5pct_anomaly,Hectares,Agriblock,Variety,Soil Types,Seedrate(in Kg),Nursery,DAP_20days,Urea_40Days,Potassh_50Days,Pest_60Day(in ml),Trash(in bundles),Paddy yield(in Kg)
152,4,4.091982491283243,1.0,0.6102805002140868,0.9106157242973754,1,400,115.81004382690708,1.0,0.8892091553090782,0.9486979914647268,16,1,6,Chinnasalem,ponmani,alluvial,150,wet,240,162.78,62.28,3600,600,36654
2543,3,2.9036574373639894,0.9992897008381701,0.6072158043039774,0.8914975304539592,1,432,96.0532073941543,0.873015873015873,0.9679264248841928,0.9476468965698777,17,1,1,Cuddalore,delux ponni,clay,25,wet,40,27.13,10.38,600,80,5863
2573,3,2.9036574373639894,0.9992897008381701,0.6072158043039774,0.8914975304539592,1,432,96.0532073941543,0.873015873015873,0.9679264248841928,0.9476468965698777,18,1,1,Cuddalore,delux ponni,clay,25,wet,40,27.13,10.38,600,80,5855
2609,3,2.9036574373639894,0.9992897008381701,0.6072158043039774,0.8914975304539592,1,432,96.0532073941543,0.873015873015873,0.9679264248841928,0.9476468965698777,19,1,1,Cuddalore,delux ponni,clay,25,wet,40,27.13,10.38,600,80,5836
2722,3,2.9036574373639894,0.9992897008381701,0.6072158043039774,0.8914975304539592,1,432,96.0532073941543,0.873015873015873,0.9679264248841928,0.9476468965698777,20,1,1,Cuddalore,delux ponni,clay,25,wet,40,27.13,10.38,600,80,5836
2728,3,2.9036574373639894,0.9992897008381701,0.6072158043039774,0.8914975304539592,1,432,96.0532073941543,0.873015873015873,0.9679264248841928,0.9476468965698777,21,1,1,Cuddalore,delux ponni,clay,25,wet,40,27.13,10.38,600,80,5873
27,2,3.102153346677486,0.999305932569875,0.6088503134862792,0.9016939298040578,1,400,116.03952475409598,1.0,0.8882948332176157,0.9442794213900314,22,1,6,Kallakurichi,ponmani,clay,150,dry,240,162.78,62.28,3600,600,33804
75,2,3.102153346677486,0.999305932569875,0.6088503134862792,0.9016939298040578,1,400,116.03952475409598,1.0,0.8882948332176157,0.9442794213900314,23,1,6,Kallakurichi,ponmani,clay,150,dry,240,162.78,62.28,3600,600,35496
117,2,3.102153346677486,0.999305932569875,0.6088503134862792,0.9016939298040578,1,400,116.03952475409598,1.0,0.8882948332176157,0.9442794213900314,24,1,6,Kallakurichi,ponmani,clay,150,dry,240,162.78,62.28,3600,600,35448
154,2,3.102153346677486,0.999305932569875,0.6088503134862792,0.9016939298040578,1,400,116.03952475409598,1.0,0.8882948332176157,0.9442794213900314,25,1,6,Kallakurichi,ponmani,clay,150,dry,240,162.78,62.28,3600,600,37242
155,2,3.102153346677486,0.999305932569875,0.6088503134862792,0.9016939298040578,1,400,116.03952475409598,1.0,0.8882948332176157,0.9442794213900314,26,1,6,Kallakurichi,ponmani,clay,150,dry,240,162.78,62.28,3600,600,36966
157,2,3.102153346677486,0.999305932569875,0.6088503134862792,0.9016939298040578,1,400,116.03952475409598,1.0,0.8882948332176157,0.9442794213900314,27,1,6,Kallakurichi,ponmani,clay,150,dry,240,162.78,62.28,3600,600,38460
2771,5,6.476696995775998,1.0,0.6054224344196579,0.8803101258673358,1,400,93.34858363493989,1.0,0.9787024718630702,0.9440098038266082,28,1,1,Panruti,delux ponni,clay,25,dry,40,27.13,10.38,600,80,5723
29,4,4.090222684646315,0.9994725686727802,0.6082785961166003,0.8981274410502753,1,400,115.89229096334326,1.0,0.8888814576013675,0.9428081501355117,29,1,6,Chinnasalem,ponmani,alluvial,150,dry,240,162.78,62.28,3600,600,34524
59,4,4.090222684646315,0.9994725686727802,0.6082785961166003,0.8981274410502753,1,400,115.89229096334326,1.0,0.8888814576013675,0.9428081501355117,30,1,6,Chinnasalem,ponmani,alluvial,150,dry,240,162.78,62.28,3600,600,32460
113,4,4.090222684646315,0.9994725686727802,0.6082785961166003,0.8981274410502753,1,400,115.89229096334326,1.0,0.8888814576013675,0.9428081501355117,31,1,6,Chinnasalem,ponmani,alluvial,150,dry,240,162.78,62.28,3600,600,34824
153,4,4.090222684646315,0.9994725686727802,0.6082785961166003,0.8981274410502753,1,400,115.89229096334326,1.0,0.8888814576013675,0.9428081501355117,32,1,6,Chinnasalem,ponmani,alluvial,150,dry,240,162.78,62.28,3600,600,38304
101,4,4.091613976984302,0.9998895526464605,0.6076362032550761,0.8941200642629944,1,400,115.82157489049052,1.0,0.8891632120304731,0.941220648812302,33,1,6,Chinnasalem,ponmani,clay,150,wet,240,162.78,62.28,3600,600,33672
143,4,4.091613976984302,0.9998895526464605,0.6076362032550761,0.8941200642629944,1,400,115.82157489049052,1.0,0.8891632120304731,0.941220648812302,34,1,6,Chinnasalem,ponmani,clay,150,wet,240,162.78,62.28,3600,600,36426
2649,8,4.954492726443136,0.9939350287781913,0.6042088359611859,0.8727394528682286,1,400,88.62673286263978,1.0,0.9975157672710548,0.9397550934679946,35,1,1,Chinnasalem,CO_43,clay,25,wet,40,27.13,10.38,600,90,5723
2667,8,4.954492726443136,0.9939350287781913,0.6042088359611859,0.8727394528682286,1,400,88.62673286263977,1.0,0.9975157672710548,0.9397550934679946,36,1,1,Chinnasalem,CO_43,clay,25,wet,40,27.13,10.38,600,90,5410
2727,8,4.954492726443136,0.9939350287781913,0.6042088359611859,0.8727394528682286,1,400,88.62673286263977,1.0,0.9975157672710548,0.9397550934679946,37,1,1,Chinnasalem,CO_43,clay,25,wet,40,27.13,10.38,600,90,5873
69,2,3.103985776750806,1.0,0.6065481770565362,0.8873327364560871,1,400,115.97700814135771,1.0,0.8885439184937222,0.9381541232546116,38,1,6,Kallakurichi,ponmani,clay,150,wet,240,162.78,62.28,3600,600,33030
111,2,3.103985776750806,1.0,0.6065481770565362,0.8873327364560871,1,400,115.97700814135771,1.0,0.8885439184937222,0.9381541232546116,39,1,6,Kallakurichi,ponmani,clay,150,wet,240,162.78,62.28,3600,600,35766
2781,3,2.8798519286062025,0.9896629272763173,0.6049263959863802,0.8772157376476414,1,432,96.69436969216716,0.873015873015873,0.9653718384945212,0.9366325830652336,40,1,1,Cuddalore,CO_43,clay,25,wet,40,27.13,10.38,600,90,5527
2562,0,2.9304871848895564,0.9903779005506581,0.6050907604105342,0.8782410762176354,1,400,100.7663817300929,1.0,0.9491476990482318,0.9357933094505553,41,1,1,Kurinjipadi,CO_43,clay,25,dry,40,27.13,10.38,600,90,5986
2580,0,2.9304871848895564,0.9903779005506581,0.6050907604105342,0.8782410762176354,1,400,100.7663817300929,1.0,0.9491476990482318,0.9357933094505553,42,1,1,Kurinjipadi,CO_43,clay,25,dry,40,27.13,10.38,600,90,5916
2586,0,2.9304871848895564,0.9903779005506581,0.6050907604105342,0.8782410762176354,1,400,100.7663817300929,1.0,0.9491476990482318,0.9357933094505553,43,1,1,Kurinjipadi,CO_43,clay,25,dry,40,27.13,10.38,600,90,5723
2592,0,2.9304871848895564,0.9903779005506581,0.6050907604105342,0.8782410762176354,1,400,100.7663817300929,1.0,0.9491476990482318,0.9357933094505553,44,1,1,Kurinjipadi,CO_43,clay,25,dry,40,27.13,10.38,600,90,5863
2634,0,2.9304871848895564,0.9903779005506581,0.6050907604105342,0.8782410762176354,1,400,100.7663817300929,1.0,0.9491476990482318,0.9357933094505553,45,1,1,Kurinjipadi,CO_43,clay,25,dry,40,27.13,10.38,600,90,5723
2584,8,4.940176929969763,0.9882664445333174,0.603462152941026,0.8680814929473388,1,400,89.16597199085685,1.0,0.9953672739145505,0.9348932992577503,46,1,1,Chinnasalem,ponmani,clay,25,dry,40,27.13,10.38,600,100,5916
2590,8,4.940176929969763,0.9882664445333174,0.603462152941026,0.8680814929473388,1,400,89.16597199085685,1.0,0.9953672739145505,0.9348932992577503,47,1,1,Chinnasalem,ponmani,clay,25,dry,40,27.13,10.38,600,100,5908
2632,8,4.940176929969763,0.9882664445333174,0.603462152941026,0.8680814929473388,1,400,89.16597199085685,1.0,0.9953672739145505,0.9348932992577503,48,1,1,Chinnasalem,ponmani,clay,25,dry,40,27.13,10.38,600,100,5492
2762,8,4.940176929969763,0.9882664445333174,0.603462152941026,0.8680814929473388,1,400,89.16597199085685,1.0,0.9953672739145505,0.9348932992577503,49,1,1,Chinnasalem,ponmani,clay,25,dry,40,27.13,10.38,600,100,5916
2661,8,4.950666540495648,0.9924199850696398,0.6023689786935761,0.86126205056859,1,400,88.59369807593562,1.0,0.9976473879492539,0.9339216548321289,50,1,1,Chinnasalem,CO_43,clay,25,dry,40,27.13,10.38,600,90,5873
