node,degree,weighted_degree
337,400,205.84465855143617
338,400,231.57295527242064
339,460,249.67229861955883
340,553,215.54073400572673
341,521,212.77652144062662
342,558,307.72342266400517
343,457,211.5964757312991
344,450,227.30592195087752
345,427,248.85237825940982
346,553,215.63902594639222
347,524,212.98455415465347
348,400,303.7065306967501
349,427,206.40797244108228
350,457,211.6373686456429
351,473,209.72177937535372
352,457,211.6373686456429
353,416,206.2395057200062
354,410,207.99040204109798
355,452,206.241097432395
356,459,211.5219927506217
357,529,210.61509428550508
358,562,215.81150443912148
359,472,219.12473726414018
360,437,215.8870510704715
361,472,219.12473726414018
362,483,214.16984102606008
363,527,229.34198378363186
364,435,226.8204297083018
365,527,229.34198378363186
366,426,229.3892906346403
367,435,226.8204297083018
368,435,226.8204297083018
369,435,226.8204297083018
370,450,252.52240485192087
371,510,254.2049430080781
372,510,254.2049430080781
373,432,245.85974832324004
374,510,254.2049430080781
375,542,251.96284007043232
376,450,252.52240485192087
377,510,254.2049430080781
378,542,251.96284007043232
379,457,246.5928299646091
380,562,315.428459750843
381,558,307.72342266400517
382,558,304.73881008096777
383,562,315.428459750843
384,558,307.70617656018095
385,562,315.428459750843
386,430,301.17041263196626
387,528,307.1874680622753
388,430,301.17041263196626
389,562,315.428459750843
390,558,307.72342266400517
391,558,304.73881008096777
392,562,315.4341854383288
393,558,307.72342266400517
394,472,317.8227960113677
395,430,301.2481074769943
396,400,303.7065306967501
397,430,301.2481074769943
398,472,317.8236784171742
399,400,303.70135939687725
400,527,229.44574826901004
401,400,251.21009058562066
402,509,217.50773937300005
403,459,211.5219927506217
404,430,301.1979353983382
405,427,206.40797244108228
406,435,226.89904904344826
407,432,245.94315713517213
408,437,215.8870510704715
409,452,206.241097432395
410,430,301.2481074769943
411,416,206.2395057200062
412,400,231.64879379503233
413,400,251.21009058562066
414,400,217.5085139951685
415,429,205.68984714095006
416,472,317.8227960113677
417,454,209.25275463452581
418,400,231.6165378177343
419,510,254.2049430080781
420,500,217.21743678109308
421,526,207.8294855356868
422,562,315.428459750843
423,439,208.9115748389487
424,527,229.34198378363186
425,510,254.2049430080781
426,405,215.09196492194937
427,521,212.77652144062662
428,430,301.2481074769943
429,459,209.40867881977283
430,527,229.44574826901007
431,510,254.21061832599918
432,437,215.8870510704715
433,452,206.24109743239504
434,472,317.8227960113677
435,473,209.72177937535372
436,400,231.64879379503233
437,432,245.88160572503804
438,400,214.98208960370633
439,526,207.8294855356868
440,562,315.428459750843
441,439,208.9115748389487
442,527,229.34198378363186
443,450,252.52240485192087
444,400,214.98208960370633
445,521,212.77652144062662
446,430,301.17041263196626
447,415,206.15775261107055
448,527,229.34198378363186
449,457,246.5928299646091
450,500,217.21743678109308
451,526,207.8294855356868
452,558,304.73881008096777
453,416,206.17111441113633
454,400,231.57295527242064
455,510,254.2049430080781
456,400,217.4255691688869
457,487,206.9263137495465
458,562,315.428459750843
459,454,209.25275463452581
460,400,231.64879379503233
461,400,251.2100905856206
462,437,215.8870510704715
463,429,205.68984714095006
464,472,317.8236784171742
465,459,209.40867881977283
466,435,226.89904904344826
467,400,251.2100905856206
468,437,215.8870510704715
469,506,212.54118053458635
470,430,301.2481074769943
471,439,208.9115748389487
472,527,229.34198378363186
473,510,254.2049430080781
474,500,217.21743678109308
475,526,207.8294855356868
476,562,315.428459750843
477,454,209.25275463452581
478,400,231.57295527242064
479,432,245.85974832324004
480,400,214.98208960370633
481,487,206.9263137495465
482,566,316.0537668917437
483,454,209.25275463452581
484,435,226.89904904344826
485,510,254.21061832599918
486,437,215.8870510704715
487,524,212.9845541546535
488,430,301.1979353983382
489,416,206.23950572000624
490,435,226.89904904344826
491,432,245.88160572503804
492,437,215.8870510704715
493,526,207.8294855356868
494,430,301.17041263196626
495,400,205.84465855143617
496,400,231.57295527242064
497,510,254.2049430080781
498,444,218.42932344160738
499,526,207.8294855356868
500,566,316.0537668917437
501,454,209.25275463452581
502,400,231.6165378177343
503,400,251.2100905856206
504,509,217.50773937300002
505,429,205.68984714095006
506,472,317.8236784171742
507,475,209.76546754400744
508,483,228.18786616965866
509,510,254.21061832599918
510,437,215.8870510704715
511,524,212.9845541546535
512,430,301.2481074769943
513,459,209.40867881977283
514,435,226.8204297083018
515,510,254.2049430080781
516,500,217.21743678109308
517,487,206.9263137495465
518,562,315.428459750843
519,449,209.1830518802019
520,400,231.6165378177343
521,432,245.85974832323998
522,500,217.21743678109308
523,487,206.9263137495465
524,600,321.3139236269143
525,439,208.91157483894867
526,491,228.40802672587185
527,510,254.21061832599918
528,437,215.8870510704715
529,533,213.0955963849278
530,430,301.2481074769943
531,429,206.4350678046012
532,435,226.89904904344826
533,432,245.88160572503804
534,437,215.8870510704715
535,429,205.68984714095006
536,430,301.17041263196626
537,400,205.84465855143617
538,400,231.6165378177343
539,510,254.2049430080781
540,444,218.42932344160738
541,526,207.8294855356868
542,562,315.428459750843
543,439,208.91157483894867
544,400,231.57295527242064
545,450,252.5224048519209
546,400,214.98208960370633
547,526,207.8294855356868
548,562,315.428459750843
549,439,208.91157483894867
550,400,205.84465855143617
551,457,211.573880172125
552,439,208.91157483894867
553,457,211.59647573129914
554,526,207.8294855356868
555,516,210.2704779431499
556,526,207.8294855356868
557,534,213.09473904002542
558,500,217.21743678109308
559,483,214.16984102606008
560,444,218.42932344160738
561,500,217.21743678109308
562,400,217.42556916888694
563,527,229.3419837836319
564,432,229.54161921403798
565,527,229.3419837836319
566,400,231.6165378177343
567,426,229.3892906346403
568,527,229.3419837836319
569,400,231.57295527242064
570,542,251.96284007043232
571,450,252.52240485192087
572,432,245.94315713517213
573,432,245.94315713517213
574,432,245.94315713517213
575,431,245.8641852163978
576,427,248.85237825940982
577,432,245.88160572503804
578,432,245.9431571351721
579,432,245.88160572503804
580,472,317.8227960113677
581,472,317.8236784171742
582,472,317.8236784171742
583,558,304.73881008096777
584,575,317.447629979558
585,528,307.18746806227534
586,575,317.447629979558
587,562,315.428459750843
588,558,307.72342266400517
589,558,304.73881008096777
590,562,315.428459750843
591,558,307.72342266400517
592,430,301.17041263196626
593,575,317.447629979558
594,558,307.70617656018095
595,562,315.428459750843
596,558,304.73881008096777
597,558,307.70617656018095
598,558,304.73881008096777
599,562,315.428459750843
600,426,229.3892906346403
601,432,245.85974832324004
602,400,217.42556916888694
603,553,210.9793606290836
604,566,316.0537668917437
605,400,205.84465855143617
606,432,229.541619214038
607,457,246.5928299646091
608,400,217.4255691688869
609,535,210.53976540752342
610,558,304.73881008096777
611,457,211.573880172125
612,432,229.541619214038
613,510,254.2049430080781
614,524,214.9939394879385
615,452,206.24109743239504
616,430,301.1979353983382
617,416,206.23950572000624
618,432,229.577686066234
619,432,245.88160572503804
620,553,215.6390259463922
621,429,205.68984714095006
622,472,317.8236784171742
623,474,212.0159132072881
624,400,231.68066570515302
625,432,245.88160572503804
626,400,217.5085139951685
627,529,210.61509428550508
628,472,317.8227960113677
629,457,211.6373686456429
630,426,229.3892906346403
631,457,246.5928299646091
632,400,217.4255691688869
633,553,210.9793606290836
634,430,301.17041263196626
635,457,211.5964757312991
636,432,229.541619214038
637,450,252.52240485192087
638,528,215.05268920007208
639,410,207.99040204109798
640,430,301.1979353983382
641,472,211.9725097843037
642,432,229.577686066234
643,432,245.94315713517213
644,400,217.5085139951685
645,533,210.70217139115454
646,472,317.8227960113677
647,400,205.84465855143617
648,426,229.3892906346403
649,432,245.85974832323998
650,400,217.4255691688869
651,516,210.2704779431499
652,558,304.73881008096777
653,457,211.59647573129914
654,432,229.541619214038
655,510,254.2049430080781
656,553,215.54073400572673
657,526,207.8294855356868
658,430,301.17041263196626
659,400,205.84465855143617
660,432,229.541619214038
661,457,246.5928299646091
662,483,214.16984102606008
663,487,206.9263137495465
664,575,317.447629979558
665,457,211.6373686456429
666,400,231.68066570515302
667,432,245.94315713517213
668,400,217.5085139951685
669,512,210.24629906356893
670,472,317.8227960113677
671,472,211.9725097843037
672,432,229.577686066234
673,432,245.88160572503804
674,400,217.5085139951685
675,553,210.9793606290836
676,430,301.17041263196626
677,457,211.573880172125
678,432,229.541619214038
679,450,252.5224048519209
680,483,214.16984102606008
681,535,210.53976540752342
682,430,301.17041263196626
683,457,211.59647573129914
684,432,229.541619214038
685,457,246.59282996460917
686,472,219.12473726414018
687,512,210.24629906356893
688,472,317.8227960113677
689,445,206.78378380206442
690,432,229.577686066234
691,432,245.94315713517213
692,400,217.5085139951685
693,410,207.990402041098
694,430,301.1979353983382
695,472,211.9725097843037
696,400,228.97953294151043
697,400,251.17386369223854
698,483,214.16984102606008
699,487,206.9263137495465
700,430,301.17041263196626
701,400,205.84465855143617
702,426,229.3892906346403
703,432,245.85974832324004
704,483,214.16984102606008
705,487,206.9263137495465
706,562,315.4341854383288
707,457,211.573880172125
708,400,231.6165378177343
709,432,245.94315713517213
710,472,219.12473726414018
711,533,210.70217139115454
712,472,317.8236784171742
713,472,211.9725097843037
714,432,229.577686066234
715,431,245.8641852163978
716,400,217.5085139951685
717,410,207.99040204109798
718,430,301.2481074769943
719,474,212.0159132072881
720,426,229.3892906346403
721,510,254.2049430080781
722,483,214.16984102606008
723,553,210.9793606290836
724,430,301.17041263196626
725,457,211.573880172125
726,426,229.3892906346403
727,432,245.85974832324004
728,400,217.42556916888694
729,553,210.9793606290836
730,562,315.428459750843
731,400,205.84465855143617
732,400,228.97953294151043
733,457,246.5928299646091
734,472,219.12473726414018
735,533,210.70217139115454
736,430,301.2481074769943
737,474,212.0159132072881
738,450,230.07393837729634
739,400,251.21009058562066
740,553,215.6390259463922
741,429,205.68984714095006
742,430,301.1979353983382
743,445,206.78378380206442
744,432,229.577686066234
745,432,245.94315713517213
746,528,215.05268920007208
747,452,206.241097432395
748,472,317.8227960113677
749,457,211.6373686456429
750,457,211.6373686456429
751,416,206.2395057200062
752,474,212.0159132072881
753,473,209.72177937535372
754,459,211.5219927506217
755,476,211.8912427761101
756,410,207.99040204109798
757,429,205.68984714095006
758,472,219.12473726414018
759,509,217.50773937300002
760,528,215.05268920007208
761,400,217.5085139951685
762,437,215.8870510704715
763,400,231.64879379503233
764,443,227.11920959966145
765,432,229.577686066234
766,443,227.11920959966145
767,413,232.03488105434957
768,432,229.577686066234
769,527,229.44574826901004
770,510,254.21061832599918
771,427,248.85237825940982
772,400,251.21009058562066
773,432,245.94315713517213
774,427,248.85237825940982
775,432,245.94315713517213
776,400,251.2100905856206
777,542,251.9609780651765
778,432,245.88160572503804
779,510,254.21061832599918
780,558,307.72342266400517
781,562,315.428459750843
782,558,304.73881008096777
783,507,303.33980085187625
784,430,301.17041263196626
785,558,304.73881008096777
786,558,307.72342266400517
787,558,304.73881008096777
788,558,304.73881008096777
789,430,301.17041263196626
790,575,317.447629979558
791,562,315.428459750843
792,472,317.8227960113677
793,430,301.2481074769943
794,472,317.8236784171742
795,400,303.7065306967501
796,472,317.8236784171742
797,472,317.8236784171742
798,400,303.7065306967501
799,430,301.1979353983382
800,400,231.68066570515302
801,427,248.85237825940982
802,553,215.6390259463922
803,534,213.09473904002542
804,558,307.70617656018095
805,457,211.573880172125
806,435,226.8204297083018
807,460,249.67229861955883
808,483,214.1698410260601
809,534,213.09473904002542
810,558,307.72342266400517
811,416,206.17111441113633
812,400,231.6165378177343
813,460,249.67229861955883
814,400,217.4255691688869
815,429,205.68984714095006
816,400,303.7065306967501
817,445,206.78378380206442
818,400,231.68066570515302
819,542,251.9609780651765
820,528,215.05268920007208
821,459,211.5219927506217
822,400,303.7065306967501
823,474,212.0159132072881
824,483,228.18786616965866
825,432,245.94315713517213
826,553,215.6390259463922
827,452,206.241097432395
828,400,303.70135939687725
829,422,206.3200938213548
830,527,229.44574826901004
831,432,245.88160572503807
832,400,217.5085139951685
833,459,211.5219927506217
834,472,317.8227960113677
835,443,206.7566884385455
836,400,231.64879379503233
837,427,248.85237825940982
838,400,217.5085139951685
839,524,212.9845541546535
840,400,303.7065306967501
841,416,206.23950572000624
842,413,232.03488105434957
843,542,251.9609780651765
844,483,214.1698410260601
845,521,212.77652144062662
846,558,307.72342266400517
847,457,211.573880172125
848,527,229.3419837836319
849,542,251.9628400704323
850,483,214.1698410260601
851,534,213.09473904002542
852,542,307.26021288521804
853,400,205.84465855143617
854,400,231.57295527242064
855,460,249.6722986195588
856,444,218.42932344160738
857,429,205.68984714095006
858,400,303.70135939687725
859,445,206.78378380206442
860,400,231.68066570515302
861,427,248.85237825940982
862,528,215.05268920007208
863,524,212.9845541546535
864,400,303.7065306967501
865,457,211.6373686456429
866,435,226.89904904344826
867,432,245.94315713517213
868,528,215.05268920007208
869,452,206.241097432395
870,400,303.70135939687725
871,445,206.78378380206442
872,527,229.44574826901004
873,432,245.88160572503804
874,486,219.4321705603282
875,459,211.5219927506217
876,472,317.8236784171742
877,445,206.78378380206442
878,400,231.64879379503233
879,542,251.9609780651765
880,400,217.5085139951685
881,534,213.09473904002542
882,400,303.7065306967501
883,400,205.84465855143617
884,400,231.64879379503233
885,460,249.6722986195588
886,483,214.1698410260601
887,459,211.5219927506217
888,400,303.7065306967501
889,457,211.64888453056275
890,527,229.3419837836319
891,542,251.9628400704323
892,553,215.54073400572673
893,534,213.09473904002542
894,558,307.70617656018095
895,400,205.84465855143617
896,413,232.03488105434957
897,542,251.9609780651765
898,400,217.5085139951685
899,429,205.68984714095006
900,400,303.70653069675006
901,422,206.3200938213548
902,400,231.68066570515302
903,542,251.9609780651765
904,528,215.05268920007208
905,524,212.9845541546535
906,400,303.70653069675006
907,457,211.64888453056275
908,483,228.18786616965866
909,432,245.88160572503804
910,528,215.05268920007208
911,452,206.241097432395
912,400,303.70135939687725
913,422,206.3200938213548
914,527,229.44574826901004
915,431,245.8641852163978
916,400,217.5085139951685
917,459,211.5219927506217
918,472,317.8236784171742
919,443,206.7566884385455
920,413,232.0348810543496
921,542,251.9609780651765
922,472,219.12473726414018
923,534,213.09473904002542
924,558,307.72342266400517
925,415,206.15775261107058
926,400,231.57295527242064
927,542,251.9628400704323
928,483,214.1698410260601
929,521,212.77652144062662
930,528,307.1874680622753
931,457,211.59647573129914
932,435,226.8204297083018
933,460,249.67229861955883
934,483,214.1698410260601
935,459,211.5219927506217
936,400,303.70135939687725
937,416,206.23950572000624
938,400,231.64879379503233
939,400,248.40584373833983
940,424,218.03788682052746
941,429,205.68984714095006
942,400,303.7065306967501
943,400,205.84465855143617
944,400,231.6165378177343
945,542,251.9628400704323
946,553,215.54073400572673
947,534,213.09473904002542
948,558,307.70617656018095
949,457,211.59647573129914
950,416,206.23950572000624
951,427,206.40797244108228
952,427,206.428400717798
953,443,206.7566884385455
954,533,210.7021713911545
955,429,205.68984714095006
956,452,206.241097432395
957,452,206.241097432395
958,400,217.4255691688869
959,400,217.4255691688869
960,444,218.42932344160738
961,483,214.1698410260601
962,400,217.4255691688869
963,432,229.54161921403798
964,400,231.57295527242064
965,400,231.57295527242064
966,432,229.54161921403798
967,435,226.8204297083018
968,400,231.57295527242064
969,426,229.3892906346403
970,432,245.881605725038
971,510,254.21061832599918
972,542,251.9609780651765
973,400,251.2100905856206
974,431,245.8641852163978
975,427,248.85237825940982
976,432,245.881605725038
977,400,251.17386369223854
978,460,249.67229861955883
979,432,245.85974832324
980,575,317.447629979558
981,558,307.72342266400517
982,566,316.0537668917437
983,430,301.2481074769943
984,400,303.70653069675006
985,430,301.2481074769943
986,472,317.8227960113677
987,400,303.70653069675006
988,430,301.17041263196626
989,562,315.428459750843
990,528,307.1874680622753
991,562,315.428459750843
992,558,304.73881008096777
993,430,301.1979353983382
994,430,301.1979353983382
995,430,301.1979353983382
996,400,303.70653069675006
997,430,301.2481074769943
998,430,301.2481074769943
999,430,301.2481074769943
1000,400,231.64879379503233
1001,510,254.21061832599915
1002,400,217.4255691688869
1003,454,206.2133760648979
1004,575,317.447629979558
1005,449,209.1830518802019
1006,400,231.57295527242064
1007,400,251.17386369223854
1008,509,217.50773937300005
1009,452,206.241097432395
1010,472,317.8236784171742
1011,459,209.40867881977283
1012,527,229.44574826901004
1013,510,254.21061832599915
1014,509,217.50773937300005
1015,533,213.0955963849278
1016,430,301.2481074769943
1017,473,209.72177937535372
1018,483,228.18786616965866
1019,510,254.21061832599915
1020,500,217.21743678109308
1021,526,207.8294855356868
1022,566,316.0537668917437
1023,439,208.9115748389487
1024,400,231.57295527242064
1025,432,245.85974832324
1026,400,214.9820896037063
1027,454,206.2133760648979
1028,575,317.447629979558
1029,439,208.9115748389487
1030,527,229.3419837836319
1031,510,254.20494300807812
1032,500,217.21743678109308
1033,459,211.5219927506217
1034,430,301.2481074769943
1035,445,206.78378380206442
1036,527,229.44574826901004
1037,432,245.881605725038
1038,509,217.50773937300005
1039,452,206.241097432395
1040,430,301.1979353983382
1041,400,205.84465855143617
1042,400,231.57295527242064
1043,450,252.52240485192087
1044,400,217.42556916888694
1045,526,207.8294855356868
1046,600,321.31392362691435
1047,449,209.1830518802019
1048,400,231.6165378177343
1049,400,251.17386369223854
1050,400,229.413472040078
1051,400,222.89250721888203
1052,652,337.6453200821854
1053,462,222.84987324495623
1054,449,245.13967469708587
1055,485,264.61762764558057
1056,420,229.69213311441365
1057,442,221.98253202282396
1058,562,337.71764704327506
1059,462,222.84987324495623
1060,449,245.16843908661127
1061,485,264.61762764558057
1062,484,231.144900202364
1063,400,222.8945279131377
1064,562,335.1402057260091
1065,440,222.35988308546567
1066,449,243.47578799861475
1067,485,266.4863835046017
1068,400,229.413472040078
1069,400,222.89250721888203
1070,652,337.6453200821854
1071,440,222.3836259079542
1072,449,245.1865441052036
1073,485,264.65347220380477
1074,400,229.413472040078
1075,529,223.90581182959272
1076,562,337.7445225346044
1077,440,223.09584215620256
1078,449,245.17065955590576
1079,485,266.5315959551187
1080,400,229.413472040078
1081,400,222.89250721888203
1082,562,337.7445225346044
1083,440,223.09584215620256
1084,449,243.49645991793415
1085,485,264.6248513997737
1086,442,229.2016782926941
1087,457,224.1634652549444
1088,562,335.17097749642124
1089,440,222.35988308546567
1090,449,243.46624980066102
1091,485,264.6323465923464
1092,465,230.8780467296482
1093,400,222.86025926074262
1094,562,335.1402057260091
1095,452,222.63091238944642
1096,449,245.13967469708587
1097,485,264.6323465923464
1098,420,229.69213311441365
1099,472,222.63921156696975
1100,562,337.71764704327506
1101,440,222.35988308546567
1102,449,245.16843908661127
1103,485,264.61762764558057
1104,420,229.69213311441365
1105,400,222.89452791313772
1106,562,335.1402057260091
1107,462,222.84987324495623
1108,449,243.47578799861475
1109,485,266.4863835046017
1110,484,231.144900202364
1111,400,222.86025926074262
1112,562,335.1402057260091
1113,462,222.84987324495623
1114,449,245.16843908661127
1115,485,264.61762764558057
1116,419,229.67855067925873
1117,472,222.6392115669698
1118,562,337.71764704327506
1119,440,223.0853084225933
1120,449,245.16843908661127
1121,485,266.4863835046017
1122,420,229.69213311441365
1123,400,222.86025926074262
1124,562,337.71764704327506
1125,462,223.54571074003576
1126,449,243.47578799861475
1127,485,264.61762764558057
1128,442,229.21355017134186
1129,400,222.89452791313772
1130,562,335.1402057260091
1131,440,222.35988308546567
1132,449,243.47578799861475
1133,485,264.61762764558057
1134,420,229.69213311441365
1135,400,222.86025926074265
1136,604,335.7793185422521
1137,440,222.35988308546567
1138,449,245.13967469708587
1139,485,264.61762764558057
1140,426,229.7769635201934
1141,472,222.6392115669698
1142,562,337.71764704327506
1143,462,222.84987324495623
1144,449,245.16843908661127
1145,485,264.6323465923464
1146,426,229.7769635201934
1147,400,222.89452791313772
1148,562,335.1402057260091
1149,440,222.35988308546567
1150,440,221.58438229436038
1151,462,223.54571074003576
1152,440,222.35988308546567
1153,462,223.54571074003576
1154,442,221.98253202282396
1155,437,222.66376695915076
1156,400,222.86025926074262
